sl_no,Product_name,Review,Rating,Polarity,Predicted_Sentiment,stemmed_content,Sentiment
2127,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Nice monitor from acer. I love it.. Slim and white color gives rich look to the monitor.,5,0.36875,Positive,nice monitor acer love slim white color give rich look monitor,Positive
2128,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Superb experience worth buying, thanks Flipkart.Packaging of the LED is very good.Highly recommend for Full-HD video editing as well as gaming of 1920x080p resolution.Frame rate - 75HzPower consumption - 22WattsScreen - Matt finishGlassy White body gives awesome finish.Best value product.Also got in box- HDMI & VGA CablesFinally can say.👍 Awesome 👍",5,0.5285714285714286,Positive,superb experi worth buy thank flipkart packag led good highli recommend full hd video edit well game x p resolut frame rate hzpower consumpt wattsscreen matt finishglassi white bodi give awesom finish best valu product also got box hdmi vga cablesfin say awesom,Positive
2129,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Superb product for this budget but only thing is sound is so effective 😸,5,0.5,Positive,superb product budget thing sound effect,Positive
2130,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Nice Product Good Working. Image Quality very Nice.,5,0.6933333333333334,Positive,nice product good work imag qualiti nice,Positive
2131,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Just go for it, it's very nice looking and enough size for your regular use, though the speaker's are not that much of good but it's ok, Awesome monitor.",5,0.49666666666666665,Positive,go nice look enough size regular use though speaker much good ok awesom monitor,Positive
2132,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",Very good quality I am airtel dis direct concept nice monitor good packing excellent peace,5,0.6619999999999999,Positive,good qualiti airtel di direct concept nice monitor good pack excel peac,Positive
2133,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)",This is amazing i just got it in very nice price...design is so slim and good for eye sight...it comes with blue light filter which protect your eyes and picture quality is great at this price point you get a full hd display...and i am love with it..i am using this with my laptop.you can definately go for it.,5,0.5162500000000001,Positive,amaz got nice price design slim good eye sight come blue light filter protect eye pictur qualiti great price point get full hd display love use laptop defin go,Positive
2134,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Display is excellent. Good amount of brightness with natural colors. Bezel is thin, with white color, is an absolute beauty. The display is thin giving it the edge over monitors from Dell. At this price point, it's an excellent buy. Couple of shortcomings though. Monitor cannot be tilted or adjusted for height. The speakers are not even audible enough. Even the Mac Mini's internal speakers are better.",4,0.24545454545454543,Positive,display excel good amount bright natur color bezel thin white color absolut beauti display thin give edg monitor dell price point excel buy coupl shortcom though monitor cannot tilt adjust height speaker even audibl enough even mac mini intern speaker better,Positive
2135,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Good monitor with options to adjust brightness. Different display modes available for movie, work, sports, racing etc. USB not available. Keyboard and mouse connection on monitor, would be great to have.",4,0.34,Positive,good monitor option adjust bright differ display mode avail movi work sport race etc usb avail keyboard mous connect monitor would great,Positive
2136,"acer 21.5 inch Full HD IPS Panel White Colour Monitor (HA220Q)  (Frameless, AMD Free Sync, Response Time: 4 ms, 75 Hz Refresh Rate)","Got this beautiful monitor within a day of ordering. This is a best in class, pocket friendly full HD monitor with all the features you can expect for this price range. Got this for 8.3K.Loving it for now..Will update the review after thorough usage.",5,0.64375,Positive,got beauti monitor within day order best class pocket friendli full hd monitor featur expect price rang got k love updat review thorough usag,Positive
2137,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)",It was an awesome monitor for game and full HD movies 🤩.. and nice performance while full HD videos playing.. refresh rate is 70hz .. Bezel less display totally satisfied with this product 👌👌,5,0.3190476190476191,Positive,awesom monitor game full hd movi nice perform full hd video play refresh rate hz bezel less display total satisfi product,Positive
2138,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)","Good product , Good Delivery , Delivery boy is Friendly handled. Thanks for support",4,0.49374999999999997,Positive,good product good deliveri deliveri boy friendli handl thank support,Positive
2139,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)",Packaging is very good and led looks fabulous love it,5,0.6033333333333334,Positive,packag good led look fabul love,Positive
2140,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)","I ordered the monitor just for it's 1ms response time and the VA Panel. Sadly it didn't turned well. I have been using IPS displays for all my life and switching to VA was a very bad decision. ProsLightGood design and the stand looks way better than any of the monitors out there.Lots of additional features and you get to configure it  according to you. Has multiple modes.(Sports, Movies, and many more)ConsThe VA Panel is not for you if you have been using IPS Displays. Please buy an I...",2,-0.08199999999999993,Negative,order monitor ms respons time va panel sadli turn well use ip display life switch va bad decis proslightgood design stand look way better monitor lot addit featur get configur accord multipl mode sport movi mani consth va panel use ip display pleas buy,Negative
2141,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)",Best product very good for gaming comes witha n app very cool for gaming it's worth for every penny very recommended you can play games . It gives u the best experience when u play free fire 🔥🔥🔥🔥🔥,5,0.6092857142857142,Positive,best product good game come witha n app cool game worth everi penni recommend play game give u best experi u play free fire,Positive
2142,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)","Most Value for money Monitor. VA panel, was worried about viewing angles but viewing angle is also good, refresh rate 75HZ, 1ms response time. Very cool stand. Stand is very stable. Screen is movable up down to 15 degrees. Lil bit movable like 3 degrees from left right. up Power consumption is low. Please note it doesn't have speakers which should not be a deal breaker. I have played mortal kombat 11, watched HD, blu ray movies and I work daily from home on this monitor. Warranty is 3 years....",5,0.22057319223985886,Positive,valu money monitor va panel worri view angl view angl also good refresh rate hz ms respons time cool stand stand stabl screen movabl degre lil bit movabl like degre left right power consumpt low pleas note speaker deal breaker play mortal kombat watch hd blu ray movi work daili home monitor warranti year,Positive
2143,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)","After using it for a year, i feel the Monitor is good for its price. I have faced no issues with the monitor yet.The colours are good, the Black Levels are adequate and u can adjust it too. It says 1ms response time but by default it is 4ms. You can turn on the VRB mode to get 1ms but it may strain your eyes.I would say there is no such noticeable difference in 60hz or 75hz. For Gaming, You would love playing Story Mode games in this Monitor as the colour output is good. But for Compet...",4,0.3952380952380952,Positive,use year feel monitor good price face issu monitor yet colour good black level adequ u adjust say ms respons time default ms turn vrb mode get ms may strain eye would say notic differ hz hz game would love play stori mode game monitor colour output good compet,Positive
2144,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)","Very nice product, very good packaging, overall a very good product for the price, i recommend it to everyone",5,0.6499999999999999,Positive,nice product good packag overal good product price recommend everyon,Positive
2145,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)",Best monitor for gaming 75hz 1ms perfect,5,1.0,Positive,best monitor game hz ms perfect,Positive
2146,"acer Nitro 21.5 inch Full HD LED Backlit VA Panel Monitor (QG221Q)  (AMD Free Sync, Response Time: 1 ms, 75 Hz Refresh Rate)",Superb Monitor ...Loved it ❤️,5,1.0,Positive,superb monitor love,Positive
2147,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",nice  product and beautiful monitor 😍😍 very clear screen  I love it so much,5,0.45600000000000007,Positive,nice product beauti monitor clear screen love much,Positive
2148,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",LG monitor is very good it is budget segment monitor nice viewing angle and with nice features like power saving mode and many more,5,0.622,Positive,lg monitor good budget segment monitor nice view angl nice featur like power save mode mani,Positive
2149,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",well.....Ist of all package was mind blowing safe and tight. after unbox as usual harsware install. bt after i connect with pc i dont feel any HDness. well its jst a lcd monitor with led in back. thats it.. lest use it for some months.     see ya,5,0.01785714285714285,Positive,well ist packag mind blow safe tight unbox usual harswar instal bt connect pc dont feel hdness well jst lcd monitor led back that lest use month see ya,Positive
2150,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",I like thz product. Low cost and wide screen. But when I see the moniter in top angle the screen is bright and in down angle the screen is dark.,4,0.13240740740740742,Positive,like thz product low cost wide screen see monit top angl screen bright angl screen dark,Positive
2151,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)","Order on 13th Aug and Delivered on 25th Aug 2018 as mentioned. Firstly screen quality is too awesome, picture is clear. Gaming is better. Crisp display, i would say a better brand and worth the money.",5,0.3625,Positive,order th aug deliv th aug mention firstli screen qualiti awesom pictur clear game better crisp display would say better brand worth money,Positive
2152,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)","omg!what a terrific purchase i had.though the scheduled delivery date was long but the wait was worth.such awesome packaging!the item got shipped from  Jaipur i think,still this was intact and in perfect condition.awesome display and size.the product is original.comes with a guarantee card too",5,0.4875,Positive,omg terrif purchas though schedul deliveri date long wait worth awesom packag item got ship jaipur think still intact perfect condit awesom display size product origin come guarante card,Positive
2153,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",Excellent product. Very good display. Packaging also very good. Timely delivered. Excellent service by FLIPCART.,5,0.955,Positive,excel product good display packag also good time deliv excel servic flipcart,Positive
2154,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",best in class value for money I am using it since 1 year it is working best loved it. but it is not meant for gaming,4,0.9,Positive,best class valu money use sinc year work best love meant game,Positive
2155,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)","The Best Desktop Monitor You Will Get here, Awesome service and Mindblowing Package, The Slimness is Awesome and Excellent Packing.............Just Go For it......",5,1.0,Positive,best desktop monitor get awesom servic mindblow packag slim awesom excel pack go,Positive
2156,"LG 19M 18.5 inches HD LED Backlit TN Panel Monitor (19M38AB)  (Response Time: 5 ms, 60 Hz Refresh Rate)",This monitor is good and enough for daily use. it has been 1 month i have been using durable and worth of price,5,0.25,Positive,monitor good enough daili use month use durabl worth price,Positive
2157,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),"I always prefer Dell product and buying that from Flipkart is amazing fast , reliable ....just grab one can be used as CCTV monitor D2020H  VGA+ HDMI port also available.",5,0.4000000000000001,Positive,alway prefer dell product buy flipkart amaz fast reliabl grab one use cctv monitor h vga hdmi port also avail,Positive
2158,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),best Monitor less than 6k Definitely recommended for 19.5 inch monitor Also Hdmi Support i love this product Thanks Dell india,5,0.3066666666666667,Positive,best monitor less k definit recommend inch monitor also hdmi support love product thank dell india,Positive
2159,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),Good product. But price varies a lot.. wait for right price and than buy,5,0.4928571428571428,Positive,good product price vari lot wait right price buy,Positive
2160,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),Good product 👍,5,0.7,Positive,good product,Positive
2161,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),All good. But only matter of concern is that the power cable has very large socket which is not fit in the UPS point. Either you buy a extension or change the cable or else use it directly in the main power system. Got it at 5400. 19.5 inch.,4,0.17420634920634917,Positive,good matter concern power cabl larg socket fit up point either buy extens chang cabl els use directli main power system got inch,Positive
2162,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),This is a good quality. I am satisfied.,5,0.6,Positive,good qualiti satisfi,Positive
2163,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),Good monitor at this price. Usually i could have get HD screen but at the same price I got HD+ with 1600 * 900 resolution. Thanks Flipkart.,5,0.16249999999999998,Positive,good monitor price usual could get hd screen price got hd resolut thank flipkart,Positive
2164,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),Nice product,5,0.6,Positive,nice product,Positive
2165,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),dell monitor best view picture quality,5,1.0,Positive,dell monitor best view pictur qualiti,Positive
2166,DELL 19.5 inch HD Monitor (D2020H)  (Response Time: 5 ms),Good.,4,0.7,Positive,good,Positive
2167,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",This Lenovo LED backlit monitor is ideal for prolong office usage brightness not too much sharp eye comfort mode works well HDMI port is useful to other devices connectivity option lightweight and slim shaped beautiful monitor with less bezel must buy for pc and cctv camera footage view purpose,4,0.2722222222222222,Positive,lenovo led backlit monitor ideal prolong offic usag bright much sharp eye comfort mode work well hdmi port use devic connect option lightweight slim shape beauti monitor less bezel must buy pc cctv camera footag view purpos,Positive
2168,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",It Very good prooduct iliked very much I can use like tv accha product ha,5,0.585,Positive,good prooduct ilik much use like tv accha product ha,Positive
2169,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)","Review using this monitor for last 2 weeks.   I needed a  monitor to use along with my laptop.  My requirement was an 18.5"" HD  Monitor with HDMI  port ..  I was also on a tight budget as I indent to use to for a short duration during my quarantine.     This model ticks all right boxes and price was also reasonable (Rs.4799).   I am using it  as an extended monitor for my laptop ,mainly for coding and occasionally watching  YouTube videos.  This one perfectly suitable for my requirement and t...",4,0.12797619047619047,Positive,review use monitor last week need monitor use along laptop requir hd monitor hdmi port also tight budget indent use short durat quarantin model tick right box price also reason rs use extend monitor laptop mainli code occasion watch youtub video one perfectli suitabl requir,Positive
2170,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",Good,5,0.7,Positive,good,Positive
2171,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",Very nice and the picture quality is very nice,5,0.78,Positive,nice pictur qualiti nice,Positive
2172,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)","Monitor is worst .side view is not good heavy clare...cannot watch movie due to Clare.,don't buy..",1,-0.41875,Negative,monitor worst side view good heavi clare cannot watch movi due clare buy,Negative
2173,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",Good monitor + hdmi + powercable,5,0.7,Positive,good monitor hdmi powerc,Positive
2174,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",I am very upset because monitor is coming without power cord. So l am very unhappy,2,-0.29000000000000004,Negative,upset monitor come without power cord l unhappi,Negative
2175,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)",1 year back my lenovo order not nice very bad ... But y ekada blacks lines vachayee..,1,-0.40333333333333327,Negative,year back lenovo order nice bad ekada black line vachaye,Negative
2176,"Lenovo 18.5 inch HD TN Panel Monitor (D19-10)  (Response Time: 5 ms, 60 Hz Refresh Rate)","My eyes started getting strain, kind of pain, once I used this product",2,0.6,Positive,eye start get strain kind pain use product,Negative
2177,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","I ordered two monitors and these look good. You can trust specs of this device. Build quality is not like benq, that I used in past but in 8.5k you get the best value of money.",4,0.48333333333333334,Positive,order two monitor look good trust spec devic build qualiti like benq use past k get best valu money,Positive
2178,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","Amazing monitor, totally worth the price, has a modern look and very thin bezels…colours are vibrant as well…delivered in just 2 days …loved it",5,0.14933333333333335,Positive,amaz monitor total worth price modern look thin bezel colour vibrant well deliv day love,Positive
2179,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Best,4,1.0,Positive,best,Positive
2180,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","It's a very good product has good clarity, adequate refresh rate  and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the money",5,0.31583333333333335,Positive,good product good clariti adequ refresh rate pretti reason price want specif mention though height adjust includ tilt adjust pleas check screw caviti notch stand attach back monitor black tape sometim els everyth worth money,Positive
2181,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",As per Specifications all are top of the mark but one thing I would like unhide about this monitor is that when you enable eye saver mode the brightness controller get disable which I personally don't like as I think brightness level is bit high for me to work for long hours. And also there's only one HDMI and one VGA port available here there should be one more DP or HDMI port available on this for smooth work flow with other devices. Otherwise for flipkart side 5 stars for thier delivery be...,4,0.2185,Positive,per specif top mark one thing would like unhid monitor enabl eye saver mode bright control get disabl person like think bright level bit high work long hour also one hdmi one vga port avail one dp hdmi port avail smooth work flow devic otherwis flipkart side star thier deliveri,Positive
2182,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Very much satisfied with the new monitor. I upgraded my old monitor with this one. Display clarity is great. Registered the product with Samsung product registration online and was able to view the warranty information.,5,0.40727272727272723,Positive,much satisfi new monitor upgrad old monitor one display clariti great regist product samsung product registr onlin abl view warranti inform,Positive
2183,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)","Samsung makes good tv's. With monitors, it's a little different. From 2 feet distance, even the lowest brightness settings on this are severely discomforting. Only way to use this is to turn down rbg individually at zero brightness. Then, this becomes useful.The eye care mode is a joke - the panel would become warm and really bright while the brightness settings are disabled.If you want to buy Samsung - like I did - get this. Good for watching content now n then. For serious 10 hr+ workdays...",4,0.20236111111111107,Positive,samsung make good tv monitor littl differ feet distanc even lowest bright set sever discomfort way use turn rbg individu zero bright becom use eye care mode joke panel would becom warm realli bright bright set disabl want buy samsung like get good watch content n seriou hr workday,Positive
2184,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Excellent,5,1.0,Positive,excel,Positive
2185,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Nice Product,4,0.6,Positive,nice product,Positive
2186,"SAMSUNG 24 inch Full HD LED Backlit IPS Panel Monitor (LF24T350FHWXXL)  (AMD Free Sync, Response Time: 5 ms, 75 Hz Refresh Rate)",Awesome monitor for WFHsize is also perfect.It can be tilted by loosing screws behind black tape of the stand.,5,0.14444444444444446,Positive,awesom monitor wfhsize also perfect tilt loos screw behind black tape stand,Positive
2187,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Monitor is better then I expected!!!!- Brightness is on point.- Screen size is big enough to get your work done.- Some times it lags if I use second screen as the projection mode but other than everything seems fine.- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires.,5,0.11947206439393941,Positive,monitor better expect bright point screen size big enough get work done time lag use second screen project mode everyth seem fine design sleek eleg take less space easi instal stand setup provid back accommod wire,Positive
2188,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Awesome Product by flipkart..Must Buy.👍,5,1.0,Positive,awesom product flipkart must buy,Positive
2189,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",I am very happy,5,1.0,Positive,happi,Positive
2190,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",I Love this product,4,0.5,Positive,love product,Positive
2191,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",I like this monitor in this price range or it's features are amazing and fast delivery. Overall best monitor in good price range.,5,0.5,Positive,like monitor price rang featur amaz fast deliveri overal best monitor good price rang,Positive
2192,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Nice products,4,0.6,Positive,nice product,Positive
2193,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Best display at this price range. Accurate color reproduction and really slim bezels. Better than Samsung display at this price.,5,0.525,Positive,best display price rang accur color reproduct realli slim bezel better samsung display price,Positive
2194,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Awesome,5,1.0,Positive,awesom,Positive
2195,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",It would have been great if the speaker had been included as well.Good for other things. The eye feels good. The visuals are pretty sharp and clear. The money given is worth it. It is difficult not to have the facility to hear the sound.,5,0.20000000000000004,Positive,would great speaker includ well good thing eye feel good visual pretti sharp clear money given worth difficult facil hear sound,Positive
2196,"HP M Series 21.5 inch Full HD LED Backlit IPS Panel Monitor (M22f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Getting 2 Blurred patches on the right hand side of the screen.,2,0.2857142857142857,Positive,get blur patch right hand side screen,Negative
2197,LG 24 inch Full HD LED Backlit IPS Panel Monitor (24MP400)  (Response Time: 5 ms),"Excellent product,looks awesome, performance perfect,only one drawback is no inbuilt speaker.Don't hesitate just go for it.",5,1.0,Positive,excel product look awesom perform perfect one drawback inbuilt speaker hesit go,Positive
2198,"Lenovo L - Series 21.5 Inch Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Customization with�Lenovo�Artery Monitor (L22i-30)  (AMD Free Sync, Response Time: 4 ms)",Value for money monitor with IPS panel.,5,0.0,Neutral,valu money monitor ip panel,Positive
2199,"Lenovo L - Series 21.5 Inch Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Customization with�Lenovo�Artery Monitor (L22i-30)  (AMD Free Sync, Response Time: 4 ms)",HDMI CABLE  VERY POOR QUALITY,1,-0.52,Negative,hdmi cabl poor qualiti,Negative
2200,"Lenovo L - Series 21.5 Inch Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Customization with�Lenovo�Artery Monitor (L22i-30)  (AMD Free Sync, Response Time: 4 ms)",Excellent....ecome exapress also very fast delivery,5,0.26,Positive,excel ecom exapress also fast deliveri,Positive
2201,"Lenovo L - Series 21.5 Inch Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Customization with�Lenovo�Artery Monitor (L22i-30)  (AMD Free Sync, Response Time: 4 ms)",Awesome👍Comes with HDMI Cable.... Easy to install... Plus point...... Controls on front side.... Overall GREAT 😊,5,0.41111111111111115,Positive,awesom come hdmi cabl easi instal plu point control front side overal great,Positive
2202,"Lenovo L - Series 21.5 Inch Full HD LED Backlit IPS Panel with TUV Eye Care, Smart Display Customization with�Lenovo�Artery Monitor (L22i-30)  (AMD Free Sync, Response Time: 4 ms)",Good product ips panel monitors Value for money,5,0.7,Positive,good product ip panel monitor valu money,Positive
2203,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Monitor is better then I expected!!!!- Brightness is on point.- Screen size is big enough to get your work done.- Some times it lags if I use second screen as the projection mode but other than everything seems fine.- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires.,5,0.11947206439393941,Positive,monitor better expect bright point screen size big enough get work done time lag use second screen project mode everyth seem fine design sleek eleg take less space easi instal stand setup provid back accommod wire,Positive
2204,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Awesome Product by flipkart..Must Buy.👍,5,1.0,Positive,awesom product flipkart must buy,Positive
2205,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",I am very happy,5,1.0,Positive,happi,Positive
2206,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",I Love this product,4,0.5,Positive,love product,Positive
2207,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",I like this monitor in this price range or it's features are amazing and fast delivery. Overall best monitor in good price range.,5,0.5,Positive,like monitor price rang featur amaz fast deliveri overal best monitor good price rang,Positive
2208,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Nice products,4,0.6,Positive,nice product,Positive
2209,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Best display at this price range. Accurate color reproduction and really slim bezels. Better than Samsung display at this price.,5,0.525,Positive,best display price rang accur color reproduct realli slim bezel better samsung display price,Positive
2210,"HP M Series 23.8 inch Full HD LED Backlit IPS Panel Monitor (M24f)  (Response Time: 5 ms, 75 Hz Refresh Rate)",Awesome,5,1.0,Positive,awesom,Positive
